TransactionID,ProductID,ProductName,Category,Price,QuantitySold,SaleDate,Season,Year,DiscountApplied,TransactionAmount,CustomerLoyalty
T91666,P00015,Gaming Mouse,Accessories,11,13,11/09/2018,Spring,2018,10,110,1
T25606,P00006,HD Webcam,Accessories,72,3,01/04/2015,Spring,2015,10,432,4
T91078,P00050,Casual Sneakers,Footwear,141,9,28/05/2017,Summer,2017,10,1974,4
T38331,P00021,Winter Jacket,Clothing,192,11,02/08/2020,Winter,2020,0,2304,1
T83931,P00001,Leather Loafers,Footwear,117,8,26/04/2023,Summer,2023,15,1053,1
T13419,P00029,Raincoat,Clothing,132,13,25/10/2017,Fall,2017,10,660,1
T61879,P00040,Children's Book,Books,73,12,20/11/2017,Spring,2017,0,292,3
T53307,P00026,Children's Book,Books,43,19,02/06/2018,Spring,2018,0,43,1
T76361,P00014,Shorts,Clothing,45,3,10/07/2015,Winter,2015,5,135,1
T70085,P00038,Hiking Boots,Footwear,70,19,06/01/2023,Spring,2023,10,490,1
T81210,P00048,Air Fryer,Home Decor,56,17,24/02/2018,Summer,2018,20,1008,2
T26552,P00047,Winter Jacket,Clothing,37,9,08/08/2021,Fall,2021,0,666,1
T38172,P00007,Monitor Arm,Electronics,50,3,27/10/2017,Winter,2017,20,450,1
T94067,P00038,Hiking Boots,Footwear,70,18,07/10/2021,Spring,2021,0,1120,2
T21403,P00060,Mystery Novel,Books,41,15,12/12/2018,Fall,2018,0,123,3
T83966,P00046,Raincoat,Clothing,151,7,10/06/2022,Summer,2022,20,1812,1
T20316,P00012,Wireless Keyboard,Accessories,57,5,25/05/2021,Fall,2021,10,1083,3
T82130,P00046,Fitness Tracker,Electronics,19,5,12/05/2021,Winter,2021,0,38,2
T38856,P00046,Self-Help Book,Books,35,7,17/08/2018,Winter,2018,0,245,2
T27525,P00023,HD Webcam,Accessories,36,3,06/02/2022,Fall,2022,0,468,1
T60349,P00044,Wi-Fi Router,Electronics,50,1,10/02/2023,Spring,2023,0,850,1
T93219,P00005,Wireless Keyboard,Accessories,12,16,27/12/2020,Fall,2020,0,180,1
T91988,P00007,T-Shirt,Clothing,121,17,25/10/2018,Fall,2018,0,1694,3
T74314,P00008,Self-Help Book,Books,21,17,05/09/2020,Spring,2020,15,294,2
T97375,P00034,Running Shoes,Footwear,90,6,07/06/2020,Fall,2020,0,990,2
T41000,P00035,Monitor Arm,Electronics,57,8,20/04/2018,Spring,2018,15,399,3
T64374,P00060,Self-Help Book,Books,33,12,12/03/2020,Spring,2020,0,99,3
T63894,P00010,Flip-Flops,Footwear,86,5,13/06/2016,Spring,2016,0,1290,1
T14481,P00053,Leather Loafers,Footwear,53,16,27/11/2022,Spring,2022,0,318,1
T75508,P00053,Sweatpants,Clothing,153,16,28/05/2016,Winter,2016,5,1683,1
T46906,P00042,USB Flash Drive,Accessories,84,12,28/12/2021,Winter,2021,0,336,4
T89810,P00015,Science Textbook,Books,90,6,12/10/2023,Fall,2023,10,450,2
T72436,P00041,Flip-Flops,Footwear,143,5,06/11/2022,Fall,2022,0,143,3
T87969,P00048,Microwave Oven,Home Decor,82,3,12/11/2022,Winter,2022,15,164,4
T83856,P00015,Mechanical Keyboard,Electronics,61,15,21/04/2021,Summer,2021,0,366,4
T90960,P00058,Hiking Boots,Footwear,196,19,05/07/2021,Summer,2021,0,1960,4
T91884,P00053,Coffee Maker,Home Decor,91,5,23/06/2019,Fall,2019,0,637,3
T47311,P00053,Travel Guide,Books,47,11,21/11/2021,Winter,2021,10,188,1
T73927,P00043,Wi-Fi Router,Electronics,61,16,05/07/2015,Spring,2015,5,793,4
T71357,P00018,Leather Loafers,Footwear,68,19,27/10/2020,Fall,2020,0,952,2
T61453,P00001,Dress Shoes,Footwear,254,19,26/12/2019,Spring,2019,10,508,2
T32213,P00047,Air Fryer,Home Decor,38,2,15/10/2021,Winter,2021,0,418,2
T15623,P00007,Smart Thermostat,Electronics,48,5,20/10/2023,Summer,2023,10,576,1
T84069,P00006,VR Headset,Electronics,55,11,13/11/2023,Fall,2023,20,990,4
T18056,P00018,Hiking Boots,Footwear,95,13,24/12/2020,Winter,2020,0,380,1
T52846,P00018,Hiking Boots,Footwear,187,3,18/06/2015,Spring,2015,0,748,2
T58491,P00056,Winter Jacket,Clothing,151,18,08/11/2019,Winter,2019,0,2869,3
T11670,P00042,Denim Jeans,Clothing,86,12,10/10/2021,Winter,2021,0,1634,4
T76095,P00004,Biography,Books,52,9,08/10/2018,Spring,2018,0,572,3
T83824,P00002,Running Shoes,Footwear,293,10,15/03/2017,Winter,2017,15,1758,2
T13987,P00034,4K TV,Electronics,69,18,27/11/2017,Winter,2017,0,483,2
T85061,P00051,Gaming Mouse,Accessories,39,10,23/05/2016,Spring,2016,0,507,2
T69847,P00016,Formal Suit,Clothing,128,8,11/06/2016,Spring,2016,0,896,1
T64621,P00021,Wi-Fi Router,Electronics,13,11,20/06/2017,Fall,2017,0,78,2
T25743,P00059,Water Filter Pitcher,Home Decor,34,12,11/07/2016,Summer,2016,30,612,2
T99182,P00011,USB Flash Drive,Accessories,100,9,23/05/2016,Winter,2016,0,1200,2
T71444,P00047,Hoodie,Clothing,89,4,12/12/2022,Winter,2022,5,534,1
T19135,P00047,HD Webcam,Accessories,79,11,06/04/2023,Winter,2023,5,790,3
T35896,P00019,Children's Book,Books,45,8,25/04/2021,Fall,2021,0,405,1
T82526,P00024,Microwave Oven,Home Decor,51,7,04/12/2021,Summer,2021,0,255,1
T26815,P00047,Science Textbook,Books,21,10,23/03/2021,Fall,2021,0,147,4
T55601,P00016,USB Flash Drive,Accessories,38,7,14/04/2015,Summer,2015,0,532,1
T25448,P00044,Digital Camera,Electronics,98,3,10/09/2017,Winter,2017,0,1470,4
T54751,P00058,Fitness Tracker,Electronics,16,2,14/06/2019,Fall,2019,0,96,1
T19229,P00045,Laptop Stand,Accessories,74,1,11/04/2020,Winter,2020,0,370,4
T69189,P00051,Dish Drying Rack,Home Decor,32,17,23/05/2023,Summer,2023,20,160,2
T19974,P00031,Casual Sneakers,Footwear,204,18,10/07/2019,Spring,2019,30,3876,1
T12804,P00004,Smartphone Case,Accessories,11,17,18/02/2019,Fall,2019,0,198,1
T19600,P00050,Toaster Oven,Home Decor,16,18,16/12/2015,Summer,2015,0,80,3
T96123,P00011,USB Flash Drive,Accessories,72,3,16/09/2020,Summer,2020,0,648,2
T87673,P00053,HD Webcam,Accessories,45,12,16/08/2023,Summer,2023,10,405,2
T38896,P00056,E-Reader,Electronics,60,16,19/07/2016,Spring,2016,0,480,1
T70760,P00034,Smart Thermostat,Electronics,96,14,22/12/2018,Summer,2018,10,1056,1
T88825,P00050,Self-Help Book,Books,29,7,14/11/2018,Spring,2018,0,348,3
T37170,P00059,Wireless Keyboard,Accessories,90,9,14/05/2016,Winter,2016,5,450,2
T95473,P00042,Cookbook,Books,36,7,22/04/2023,Fall,2023,10,396,1
T17426,P00042,Flip-Flops,Footwear,281,9,27/12/2021,Spring,2021,0,562,3
T26045,P00055,Laptop Stand,Accessories,62,5,21/08/2016,Winter,2016,15,62,1
T89775,P00012,Science Textbook,Books,73,1,21/11/2017,Winter,2017,0,1314,1
T68527,P00026,Electric Kettle,Home Decor,64,16,12/01/2018,Summer,2018,10,1152,1
T28064,P00038,Dress Shoes,Footwear,101,11,09/10/2023,Spring,2023,10,1818,1
T67301,P00001,Toaster Oven,Home Decor,24,6,03/09/2023,Summer,2023,0,240,1
T19432,P00056,Casual Sneakers,Footwear,40,10,08/03/2023,Winter,2023,0,680,1
T55941,P00055,Flip-Flops,Footwear,51,15,21/10/2015,Spring,2015,0,51,2
T65911,P00044,Running Shoes,Footwear,243,16,15/08/2023,Spring,2023,0,3402,4
T29916,P00001,Denim Jeans,Clothing,159,12,09/08/2018,Spring,2018,0,159,2
T81620,P00002,Raincoat,Clothing,139,4,05/08/2020,Summer,2020,0,2641,2
T34638,P00032,Flip-Flops,Footwear,72,16,24/04/2023,Winter,2023,15,288,1
T14386,P00039,Cordless Vacuum,Home Decor,49,18,10/12/2022,Summer,2022,20,735,2
T58483,P00038,LED Desk Lamp,Home Decor,89,4,15/04/2019,Summer,2019,0,801,3
T36425,P00042,Dress Shoes,Footwear,268,19,25/11/2019,Winter,2019,0,3216,4
T86272,P00038,Flip-Flops,Footwear,197,10,28/09/2023,Spring,2023,10,2167,3
T33008,P00038,Shorts,Clothing,104,19,23/07/2023,Summer,2023,15,1976,3
T10611,P00033,Shorts,Clothing,182,6,23/11/2020,Fall,2020,0,3458,1
T35257,P00021,Denim Jeans,Clothing,27,8,08/03/2015,Winter,2015,10,189,2
T84789,P00004,Casual Sneakers,Footwear,266,13,25/03/2018,Winter,2018,20,3724,4
T30911,P00008,Microwave Oven,Home Decor,82,3,16/11/2019,Spring,2019,5,1312,1
T25422,P00046,Denim Jeans,Clothing,101,17,10/08/2018,Fall,2018,0,606,1
T39477,P00007,Raincoat,Clothing,95,10,03/11/2019,Winter,2019,0,95,2
T73649,P00024,Sweatpants,Clothing,136,4,03/02/2015,Fall,2015,10,544,3
T39378,P00009,Formal Suit,Clothing,73,9,28/02/2018,Fall,2018,0,584,1
T14186,P00059,Monitor Arm,Electronics,95,16,07/05/2019,Fall,2019,20,1235,1
T15457,P00011,Running Shoes,Footwear,26,11,14/02/2018,Fall,2018,0,104,1
T65359,P00030,External Hard Drive,Accessories,25,11,15/07/2019,Winter,2019,0,100,3
T12890,P00055,Science Textbook,Books,46,19,15/08/2018,Summer,2018,0,552,2
T32452,P00012,4K TV,Electronics,93,9,23/10/2019,Spring,2019,10,372,1
T65900,P00018,Hiking Boots,Footwear,95,9,10/03/2015,Fall,2015,0,1615,2
T12891,P00009,Winter Jacket,Clothing,25,14,02/03/2016,Fall,2016,15,475,3
T35969,P00052,Cookbook,Books,79,18,21/08/2019,Fall,2019,0,1106,1
T85501,P00057,Coffee Maker,Home Decor,26,10,22/09/2021,Spring,2021,20,442,3
T94181,P00043,Dress Shoes,Footwear,214,10,08/01/2016,Spring,2016,5,1926,3
T87482,P00059,Air Fryer,Home Decor,35,1,16/09/2023,Summer,2023,0,315,2
T77803,P00056,Winter Jacket,Clothing,151,14,14/08/2018,Winter,2018,15,2416,3
T18808,P00041,Flip-Flops,Footwear,143,16,10/12/2017,Summer,2017,0,2431,3
T48529,P00016,Coffee Maker,Home Decor,25,14,19/06/2017,Fall,2017,15,325,4
T74806,P00044,Biography,Books,46,13,27/07/2018,Summer,2018,0,506,3
T27782,P00025,Cookbook,Books,69,3,21/06/2019,Winter,2019,10,276,3
T36044,P00027,Toaster Oven,Home Decor,64,1,07/03/2019,Spring,2019,15,512,2
T54898,P00035,Cordless Vacuum,Home Decor,47,16,18/08/2016,Winter,2016,15,846,4
T32544,P00026,Leather Loafers,Footwear,48,3,25/06/2023,Spring,2023,0,672,1
T43314,P00005,Fitness Tracker,Electronics,54,17,10/12/2022,Spring,2022,0,972,1
T47705,P00009,Mystery Novel,Books,82,7,09/02/2016,Spring,2016,5,738,2
T41441,P00052,Digital Camera,Electronics,81,18,13/01/2015,Summer,2015,0,243,4
T30579,P00033,Leather Loafers,Footwear,52,19,04/05/2022,Summer,2022,0,728,4
T96349,P00026,Running Shoes,Footwear,225,15,20/07/2022,Winter,2022,20,2700,2
T45256,P00018,Toaster Oven,Home Decor,26,16,15/04/2016,Summer,2016,5,286,1
T99378,P00056,Science Textbook,Books,34,12,20/05/2019,Spring,2019,0,68,4
T18991,P00015,Travel Guide,Books,67,5,11/10/2019,Spring,2019,0,1072,3
T93667,P00024,Laptop Stand,Accessories,13,11,17/01/2021,Summer,2021,0,156,1
T31862,P00018,Cutting Board,Home Decor,17,1,08/05/2015,Fall,2015,10,119,2
T56811,P00043,External Hard Drive,Accessories,71,8,23/02/2022,Spring,2022,0,852,3
T53013,P00059,Wireless Keyboard,Accessories,90,6,05/02/2016,Winter,2016,0,450,1
T32710,P00055,Hoodie,Clothing,152,8,14/07/2022,Summer,2022,0,1672,4
T57888,P00045,Hoodie,Clothing,36,4,11/09/2021,Winter,2021,0,180,1
T98716,P00003,Hiking Boots,Footwear,33,3,25/08/2018,Spring,2018,10,297,1
T36190,P00031,Wireless Keyboard,Accessories,93,8,20/09/2020,Summer,2020,0,1302,1
T99110,P00050,Wireless Keyboard,Accessories,68,12,25/06/2018,Spring,2018,20,1156,4
T16303,P00057,Cookbook,Books,72,1,16/08/2018,Summer,2018,0,1008,1
T20706,P00060,Self-Help Book,Books,50,10,08/07/2017,Summer,2017,30,250,3
T85729,P00033,Wireless Earbuds,Electronics,23,3,08/05/2017,Fall,2017,0,276,2
T94723,P00042,Electric Kettle,Home Decor,44,13,13/04/2020,Winter,2020,20,308,3
T99473,P00053,Portable Fan,Home Decor,75,3,01/05/2017,Winter,2017,5,525,1
T82112,P00005,Coffee Maker,Home Decor,27,10,08/06/2022,Fall,2022,0,432,4
T71282,P00025,External Hard Drive,Accessories,21,7,10/08/2020,Summer,2020,0,42,3
T50306,P00046,Raincoat,Clothing,151,2,01/12/2019,Fall,2019,15,151,4
T74793,P00043,Wireless Keyboard,Accessories,40,11,26/06/2017,Winter,2017,20,440,3
T90284,P00003,Air Fryer,Home Decor,22,9,06/02/2021,Spring,2021,0,330,2
T18765,P00054,Raincoat,Clothing,43,8,02/12/2019,Spring,2019,0,688,1
T36500,P00057,USB Flash Drive,Accessories,43,11,28/02/2017,Spring,2017,20,559,1
T35154,P00013,Shorts,Clothing,181,6,24/05/2022,Winter,2022,0,2353,2
T29517,P00030,Toaster Oven,Home Decor,96,16,12/05/2016,Fall,2016,0,1248,1
T69425,P00013,Casual Sneakers,Footwear,44,13,14/09/2023,Winter,2023,0,264,1
T11303,P00029,Running Shoes,Footwear,100,12,04/02/2023,Winter,2023,0,1800,1
T61350,P00053,Dish Drying Rack,Home Decor,99,19,10/07/2018,Fall,2018,20,1584,1
T95089,P00047,Biography,Books,67,6,03/09/2021,Spring,2021,10,1206,1
T39087,P00026,Cordless Vacuum,Home Decor,60,15,27/05/2015,Winter,2015,20,60,2
T88645,P00045,Denim Jeans,Clothing,143,5,23/04/2017,Winter,2017,20,2431,1
T53766,P00042,Electric Kettle,Home Decor,79,13,04/09/2015,Fall,2015,0,237,4
T42867,P00015,Flip-Flops,Footwear,82,12,12/12/2015,Spring,2015,15,1394,2
T81147,P00039,Raincoat,Clothing,157,12,17/05/2020,Summer,2020,0,314,2
T97215,P00040,Wireless Earbuds,Electronics,50,19,01/05/2018,Fall,2018,0,400,2
T63101,P00017,Hiking Boots,Footwear,138,10,19/07/2019,Fall,2019,0,1794,4
T29932,P00010,Self-Help Book,Books,94,7,15/10/2015,Winter,2015,0,1598,1
T44462,P00042,Children's Book,Books,60,19,26/08/2016,Spring,2016,0,840,2
T34039,P00008,Toaster Oven,Home Decor,36,18,18/04/2021,Winter,2021,15,252,1
T41839,P00052,Laptop Stand,Accessories,56,3,06/08/2017,Spring,2017,20,336,3
T63710,P00015,Casual Sneakers,Footwear,183,7,22/05/2020,Summer,2020,5,3477,1
T14171,P00003,Children's Book,Books,87,3,05/01/2017,Fall,2017,5,1305,2
T78978,P00038,Fitness Tracker,Electronics,86,6,07/05/2017,Spring,2017,0,1118,1
T90905,P00008,Bluetooth Speaker,Electronics,12,19,23/05/2019,Winter,2019,10,60,3
T23825,P00022,Self-Help Book,Books,46,17,11/11/2017,Summer,2017,0,736,1
T14635,P00054,Gaming Mouse,Accessories,84,4,15/08/2017,Winter,2017,0,1092,4
T92485,P00048,Casual Sneakers,Footwear,203,3,04/10/2015,Winter,2015,10,3451,1
T65860,P00029,Leather Loafers,Footwear,278,13,27/04/2019,Summer,2019,15,3614,2
T86219,P00038,Shorts,Clothing,104,7,02/10/2022,Spring,2022,0,936,1
T61814,P00036,Mystery Novel,Books,88,7,14/04/2017,Spring,2017,0,1408,1
T97952,P00027,Bluetooth Speaker,Electronics,80,5,08/08/2018,Fall,2018,0,960,4
T87502,P00032,Smartphone Case,Accessories,52,12,09/11/2019,Winter,2019,10,104,1
T46645,P00010,Cutting Board,Home Decor,34,19,24/03/2020,Fall,2020,0,340,4
T89054,P00053,Sweatpants,Clothing,153,6,04/10/2018,Summer,2018,0,2907,1
T56852,P00043,Smart Thermostat,Electronics,75,19,21/06/2020,Spring,2020,0,1050,3
T49265,P00015,Flip-Flops,Footwear,93,6,13/08/2015,Winter,2015,20,186,1
T11412,P00053,HD Webcam,Accessories,25,10,05/11/2023,Winter,2023,20,25,3
T32146,P00059,Science Textbook,Books,71,17,12/12/2022,Summer,2022,30,71,2
T72508,P00034,Cutting Board,Home Decor,67,19,01/06/2019,Fall,2019,30,134,4
T65818,P00050,Sweatpants,Clothing,180,6,24/01/2020,Spring,2020,0,1080,4
T13693,P00041,Wireless Keyboard,Accessories,70,2,26/12/2019,Summer,2019,0,840,4
T28725,P00012,Smartphone Case,Accessories,42,4,05/02/2018,Winter,2018,0,546,1
T71239,P00021,Wireless Keyboard,Accessories,25,9,25/09/2016,Summer,2016,5,350,3
T48429,P00009,Coffee Maker,Home Decor,14,11,26/03/2019,Spring,2019,0,112,3
T68794,P00010,Cutting Board,Home Decor,28,5,01/02/2021,Summer,2021,0,476,4
T19185,P00049,Coffee Maker,Home Decor,18,14,11/11/2022,Summer,2022,0,234,1
T59006,P00042,Dress Shoes,Footwear,268,18,13/03/2015,Winter,2015,20,1340,1
T70188,P00051,Hiking Boots,Footwear,203,13,04/02/2015,Spring,2015,0,1421,1
T68762,P00033,HD Webcam,Accessories,76,4,14/06/2019,Winter,2019,0,1140,1
T36298,P00007,LED Desk Lamp,Home Decor,83,5,16/05/2022,Summer,2022,5,913,2
T51107,P00038,Denim Jeans,Clothing,101,2,08/06/2021,Summer,2021,0,505,2
T44328,P00059,Biography,Books,100,9,02/10/2016,Summer,2016,0,1900,3
T55517,P00047,Cutting Board,Home Decor,25,15,22/11/2023,Fall,2023,5,475,1
T10294,P00050,Casual Sneakers,Footwear,296,18,28/07/2021,Summer,2021,10,4144,1
T24288,P00001,Microwave Oven,Home Decor,73,17,07/08/2023,Spring,2023,20,949,2
T83399,P00017,Wireless Keyboard,Accessories,88,15,28/01/2016,Fall,2016,30,88,3
T45631,P00055,Formal Suit,Clothing,151,5,26/03/2017,Spring,2017,0,151,2
T16372,P00048,Soundbar,Electronics,46,19,14/08/2015,Fall,2015,0,138,4
T42497,P00030,Children's Book,Books,19,17,01/12/2021,Spring,2021,0,247,4
T17337,P00038,Hiking Boots,Footwear,70,6,27/12/2022,Winter,2022,0,490,2
T60407,P00045,HD Webcam,Accessories,29,15,15/07/2021,Fall,2021,0,87,1
T86709,P00019,Leather Loafers,Footwear,248,1,10/05/2021,Summer,2021,5,3472,2
T43972,P00017,Fiction Novel,Books,95,14,17/02/2022,Summer,2022,0,1520,1
T11815,P00031,Biography,Books,17,4,02/04/2015,Winter,2015,5,238,2
T42887,P00037,Dress Shoes,Footwear,125,16,11/07/2018,Summer,2018,0,1125,1
T77322,P00045,USB Flash Drive,Accessories,95,19,23/05/2018,Fall,2018,0,95,1
T34639,P00010,Soundbar,Electronics,95,6,26/11/2015,Spring,2015,0,760,1
T64635,P00015,Smartphone Case,Accessories,60,9,28/06/2023,Summer,2023,10,900,2
T94966,P00027,Monitor Arm,Electronics,20,3,03/05/2022,Winter,2022,10,120,1
T88210,P00056,Casual Sneakers,Footwear,40,18,24/01/2021,Fall,2021,0,600,4
T46611,P00014,Hiking Boots,Footwear,230,16,27/10/2016,Fall,2016,0,2300,2
T79280,P00034,Children's Book,Books,33,12,06/02/2020,Fall,2020,30,264,4
T35208,P00016,Portable Fan,Home Decor,92,5,20/04/2017,Summer,2017,20,920,2
T56454,P00018,Toaster Oven,Home Decor,26,13,26/05/2020,Winter,2020,0,260,1
T41748,P00044,Wi-Fi Router,Electronics,50,7,15/02/2018,Spring,2018,20,450,1
T68388,P00007,Running Shoes,Footwear,151,6,13/09/2021,Fall,2021,20,2114,4
T60101,P00017,E-Reader,Electronics,33,2,18/11/2018,Fall,2018,5,627,4
T18666,P00004,USB Flash Drive,Accessories,98,2,14/09/2019,Summer,2019,0,1666,2
T73705,P00017,Coffee Maker,Home Decor,42,14,26/09/2021,Summer,2021,0,126,2
T47451,P00026,Wi-Fi Router,Electronics,18,3,17/07/2018,Fall,2018,0,342,4
T82894,P00041,USB Flash Drive,Accessories,82,17,25/04/2021,Fall,2021,0,328,1
T72059,P00026,T-Shirt,Clothing,35,6,15/12/2019,Winter,2019,10,350,3
T86642,P00033,Sweatpants,Clothing,94,15,22/09/2015,Winter,2015,0,1504,4
T71141,P00009,Dress Shoes,Footwear,83,4,01/01/2019,Fall,2019,0,83,1
T97252,P00037,Dress Shoes,Footwear,109,15,02/07/2021,Spring,2021,15,327,1
T72443,P00038,Hiking Boots,Footwear,180,3,08/01/2022,Fall,2022,0,2520,3
T77490,P00004,Running Shoes,Footwear,241,19,10/08/2015,Spring,2015,0,241,2
T65254,P00026,Gaming Mouse,Accessories,64,16,20/11/2023,Summer,2023,20,832,4
T12304,P00014,T-Shirt,Clothing,182,9,24/01/2023,Winter,2023,0,2184,3
T91532,P00046,Soundbar,Electronics,26,18,28/10/2017,Fall,2017,20,78,1
T22240,P00035,Raincoat,Clothing,167,7,07/12/2022,Fall,2022,0,2004,1
T21023,P00032,Smart Thermostat,Electronics,78,13,05/01/2019,Spring,2019,10,624,2
T78057,P00034,Leather Loafers,Footwear,238,13,23/08/2016,Summer,2016,15,2380,4
T93504,P00045,Toaster Oven,Home Decor,93,6,08/07/2021,Spring,2021,20,744,1
T24886,P00011,Hoodie,Clothing,90,2,09/11/2020,Summer,2020,0,1080,2
T26589,P00018,Gaming Mouse,Accessories,31,10,07/11/2021,Spring,2021,0,372,4
T17330,P00044,Children's Book,Books,97,4,13/10/2019,Winter,2019,10,1261,1
T51347,P00035,Air Fryer,Home Decor,15,4,12/05/2020,Summer,2020,20,120,1
T35152,P00055,Laptop Stand,Accessories,62,4,15/04/2016,Fall,2016,10,310,3
T25290,P00048,4K TV,Electronics,31,4,06/07/2023,Summer,2023,5,310,1
T95490,P00049,4K TV,Electronics,37,15,08/12/2023,Spring,2023,0,481,2
T98538,P00040,Laptop Stand,Accessories,81,17,02/11/2017,Winter,2017,0,810,1
T57679,P00048,Science Textbook,Books,80,11,19/02/2015,Winter,2015,10,960,3
T23643,P00049,Raincoat,Clothing,50,3,16/12/2021,Summer,2021,0,800,1
T73833,P00012,Smartwatch,Electronics,100,17,22/12/2017,Fall,2017,0,1900,1
T68893,P00040,Coffee Maker,Home Decor,95,4,02/09/2022,Fall,2022,5,190,2
T66795,P00041,Mystery Novel,Books,44,16,27/11/2019,Winter,2019,0,264,1
T15890,P00050,Running Shoes,Footwear,68,7,21/09/2015,Fall,2015,0,204,4
T98745,P00044,Smartphone Case,Accessories,16,16,17/09/2017,Summer,2017,20,16,2
T33013,P00005,Sweatpants,Clothing,65,17,19/09/2017,Winter,2017,0,585,1
