TransactionID,ProductID,ProductName,Category,Price,QuantitySold,SaleDate,Season,Year,DiscountApplied,TransactionAmount,CustomerLoyalty
T43623,P00021,Ultimate Ears MEGABOOM 3 Speaker,Electronics,192,11,01/11/2015,Fall,2017,0,2112,2
T83975,P00028,Ultimate Ears MEGABOOM 3 Speaker,Electronics,120,6,30/10/2021,Spring,2023,5,720,4
T17203,P00033,Nanoleaf Shapes Smart Light Panels,Home Decor,17,16,04/09/2020,Winter,2016,0,272,1
T99791,P00014,Polar Grit X Pro Smartwatch,Electronics,75,4,05/01/2016,Fall,2023,0,300,2
T84401,P00037,Keurig K-Supreme Plus Coffee Maker,Home Decor,88,10,09/10/2018,Winter,2022,0,880,1
T15586,P00023,Honeywell Home T9 Smart Thermostat,Home Decor,15,9,28/05/2023,Summer,2018,10,135,2
T64701,P00009,Valve Steam Deck Handheld,Electronics,88,15,27/08/2022,Winter,2019,10,1320,3
T80019,P00052,Keurig K-Supreme Plus Coffee Maker,Home Decor,56,13,27/02/2022,Fall,2016,0,728,1
T46501,P00001,Cuisinart Precision Stand Mixer,Home Decor,43,14,03/12/2018,Spring,2017,0,602,3
T79673,P00001,Shark FlexStyle Air Styling System,Home Decor,60,13,16/05/2018,Summer,2021,0,780,4
T46243,P00052,HP Spectre x360 14 Laptop,Electronics,32,11,29/07/2020,Summer,2017,0,352,1
T85268,P00030,Honeywell Home T9 Smart Thermostat,Home Decor,76,5,05/11/2022,Fall,2017,0,380,1
T11031,P00052,Bowers & Wilkins PX7 S2 Headphones,Electronics,19,7,08/08/2015,Spring,2019,0,133,3
T51524,P00007,HP Spectre x360 14 Laptop,Electronics,91,12,17/09/2020,Summer,2016,0,1092,4
T11742,P00038,Razer DeathAdder V3 Mouse,Electronics,101,17,07/02/2015,Spring,2015,5,1717,2
T89779,P00058,Philips Wiz Smart LED Bulbs,Home Decor,92,10,25/10/2018,Winter,2017,0,920,4
T18518,P00047,Panasonic Lumix GH6 Camera,Electronics,72,1,11/01/2019,Summer,2018,0,72,3
T79066,P00028,Shark FlexStyle Air Styling System,Home Decor,143,11,20/03/2018,Spring,2018,0,1573,4
T53742,P00047,Cuisinart Precision Stand Mixer,Home Decor,58,18,10/07/2021,Winter,2022,0,1044,2
T36569,P00016,Kobo Clara 2E E-Reader,Electronics,64,4,02/04/2020,Spring,2023,0,256,4
T55837,P00027,Kobo Clara 2E E-Reader,Electronics,79,10,12/06/2020,Fall,2015,30,790,1
T67470,P00021,Ultimate Ears MEGABOOM 3 Speaker,Electronics,81,17,29/01/2016,Spring,2018,0,1377,2
T15220,P00035,Razer DeathAdder V3 Mouse,Electronics,100,3,12/07/2021,Fall,2020,15,300,2
T22675,P00023,Honeywell Home T9 Smart Thermostat,Home Decor,15,12,22/11/2019,Summer,2015,0,180,4
T35622,P00028,Valve Steam Deck Handheld,Electronics,38,15,27/03/2018,Spring,2016,0,570,2
T38161,P00014,Insta360 X3 Action Camera,Electronics,35,5,20/05/2015,Spring,2018,10,175,2
T11023,P00052,Polar Grit X Pro Smartwatch,Electronics,81,19,24/01/2020,Spring,2021,0,1539,1
T39471,P00031,Insta360 X3 Action Camera,Electronics,101,9,21/10/2018,Winter,2016,0,909,1
T36935,P00007,Honeywell Home T9 Smart Thermostat,Home Decor,24,6,29/04/2015,Fall,2018,20,144,4
T29227,P00007,HP Spectre x360 14 Laptop,Electronics,91,5,08/07/2022,Spring,2021,10,455,1
T70537,P00050,Nanoleaf Shapes Smart Light Panels,Home Decor,55,2,19/10/2020,Spring,2019,20,110,1
T71684,P00050,Acer Swift Edge 16 Laptop,Electronics,43,1,27/04/2020,Summer,2017,0,43,4
T29540,P00022,Keurig K-Supreme Plus Coffee Maker,Home Decor,51,7,30/01/2020,Summer,2022,10,357,2
T39603,P00055,Ultimate Ears MEGABOOM 3 Speaker,Electronics,66,12,30/07/2023,Winter,2019,0,792,3
T38290,P00058,Philips Wiz Smart LED Bulbs,Home Decor,91,8,09/01/2015,Fall,2020,20,728,1
T56297,P00029,Insta360 X3 Action Camera,Electronics,140,7,18/07/2017,Summer,2016,15,980,2
T31064,P00047,Ninja Foodi 9-in-1 Cooker,Home Decor,21,9,12/01/2015,Fall,2016,0,189,4
T89244,P00023,Keurig K-Supreme Plus Coffee Maker,Home Decor,57,3,09/06/2016,Fall,2021,0,171,2
T13394,P00020,De'Longhi Dinamica Espresso Machine,Home Decor,52,19,10/01/2020,Spring,2018,20,988,3
T19255,P00031,Polar Grit X Pro Smartwatch,Electronics,80,17,23/04/2020,Summer,2018,0,1360,1
T51151,P00001,Garmin Forerunner 965,Electronics,100,19,16/07/2022,Fall,2015,15,1900,1
T94033,P00029,Shark FlexStyle Air Styling System,Home Decor,192,18,01/01/2017,Winter,2021,5,3456,1
T52011,P00015,Arlo Pro 5S 2K Security Camera,Home Decor,33,15,05/07/2020,Spring,2016,20,495,1
T40621,P00038,Razer DeathAdder V3 Mouse,Electronics,245,1,05/08/2018,Winter,2021,0,245,1
T49734,P00007,HP Spectre x360 14 Laptop,Electronics,39,5,18/06/2017,Fall,2016,5,195,4
T10788,P00042,Arlo Pro 5S 2K Security Camera,Home Decor,97,8,04/09/2019,Spring,2015,20,776,3
T10156,P00033,Bowers & Wilkins PX7 S2 Headphones,Electronics,77,9,06/01/2018,Spring,2019,0,693,1
T46499,P00053,Cuisinart Precision Stand Mixer,Home Decor,69,13,15/07/2021,Winter,2019,15,897,3
T20928,P00047,Ninja Foodi 9-in-1 Cooker,Home Decor,21,10,31/08/2017,Fall,2018,0,210,1
T67674,P00034,Nanoleaf Shapes Smart Light Panels,Home Decor,54,7,11/01/2021,Spring,2019,0,378,3
T75977,P00055,Insta360 X3 Action Camera,Electronics,151,1,19/07/2020,Fall,2023,10,151,3
T47076,P00012,Ultimate Ears MEGABOOM 3 Speaker,Electronics,156,2,30/12/2022,Summer,2022,0,312,1
T70321,P00025,Garmin Forerunner 965,Electronics,49,9,16/06/2017,Winter,2023,0,441,4
T86056,P00002,Shark FlexStyle Air Styling System,Home Decor,139,10,26/03/2022,Winter,2023,5,1390,1
T80638,P00021,Ultimate Ears MEGABOOM 3 Speaker,Electronics,192,8,03/07/2020,Winter,2023,0,1536,1
T97408,P00028,Ninja Foodi 9-in-1 Cooker,Home Decor,129,19,04/11/2021,Fall,2017,0,2451,3
T16581,P00043,Ultimate Ears MEGABOOM 3 Speaker,Electronics,168,1,08/03/2016,Fall,2018,15,168,4
T77494,P00016,Ninja Foodi 9-in-1 Cooker,Home Decor,152,7,16/01/2015,Winter,2016,0,1064,2
T55986,P00036,Polar Grit X Pro Smartwatch,Electronics,80,18,24/05/2017,Fall,2020,10,1440,3
T83820,P00009,Roborock S7 MaxV Ultra Vacuum,Home Decor,25,11,04/05/2022,Spring,2022,15,275,2
T54799,P00049,Razer DeathAdder V3 Mouse,Electronics,75,10,16/12/2015,Winter,2017,20,750,4
T42209,P00004,Razer DeathAdder V3 Mouse,Electronics,206,10,05/04/2017,Summer,2020,0,2060,1
T34958,P00015,Insta360 X3 Action Camera,Electronics,154,11,30/11/2016,Spring,2015,20,1694,3
T15157,P00001,Valve Steam Deck Handheld,Electronics,52,15,06/03/2015,Winter,2020,10,780,4
T13338,P00013,Arlo Pro 5S 2K Security Camera,Home Decor,90,5,14/07/2023,Summer,2017,0,450,1
T35357,P00036,Kobo Clara 2E E-Reader,Electronics,77,17,08/12/2020,Summer,2019,0,1309,3
T19678,P00060,Kobo Clara 2E E-Reader,Electronics,40,1,15/06/2019,Summer,2018,0,40,2
T40806,P00036,Kobo Clara 2E E-Reader,Electronics,77,14,05/01/2015,Winter,2019,0,1078,4
T49023,P00043,Bowers & Wilkins PX7 S2 Headphones,Electronics,75,11,02/02/2022,Winter,2022,0,825,3
T40700,P00041,Google Pixel Buds Pro,Electronics,35,17,02/09/2019,Winter,2015,10,595,3
T87468,P00019,Garmin Forerunner 965,Electronics,45,18,17/06/2016,Spring,2021,0,810,3
T62992,P00055,Roborock S7 MaxV Ultra Vacuum,Home Decor,99,11,14/12/2020,Fall,2022,0,1089,4
T69871,P00023,Garmin Forerunner 965,Electronics,75,3,12/11/2022,Summer,2015,0,225,1
T36429,P00035,Shark FlexStyle Air Styling System,Home Decor,167,9,16/01/2015,Fall,2022,15,1503,1
T77851,P00020,Valve Steam Deck Handheld,Electronics,86,15,19/11/2017,Winter,2021,15,1290,4
T86505,P00026,Honeywell Home T9 Smart Thermostat,Home Decor,64,15,24/11/2021,Spring,2018,10,960,1
T27730,P00023,Honeywell Home T9 Smart Thermostat,Home Decor,15,1,19/12/2020,Spring,2022,0,15,4
T27719,P00015,Ninja Foodi 9-in-1 Cooker,Home Decor,64,19,05/03/2021,Summer,2016,10,1216,1
T59775,P00046,De'Longhi Dinamica Espresso Machine,Home Decor,19,17,13/04/2019,Summer,2022,20,323,1
T70569,P00032,Nanoleaf Shapes Smart Light Panels,Home Decor,50,17,26/02/2017,Winter,2019,10,850,1
T47157,P00032,Shark FlexStyle Air Styling System,Home Decor,34,19,10/09/2022,Winter,2016,30,646,4
T86921,P00037,Google Pixel Buds Pro,Electronics,21,16,09/03/2015,Summer,2018,10,336,2
T37161,P00010,Bowers & Wilkins PX7 S2 Headphones,Electronics,40,12,19/12/2019,Spring,2019,10,480,1
T92521,P00056,Ultimate Ears MEGABOOM 3 Speaker,Electronics,151,1,15/07/2022,Spring,2020,5,151,4
T91704,P00053,HP Spectre x360 14 Laptop,Electronics,63,15,24/08/2022,Spring,2016,0,945,1
T75518,P00003,Shark FlexStyle Air Styling System,Home Decor,111,9,17/09/2023,Fall,2019,15,999,4
T40957,P00022,Shark FlexStyle Air Styling System,Home Decor,32,6,28/12/2020,Winter,2019,0,192,4
T90038,P00032,Shark FlexStyle Air Styling System,Home Decor,34,16,25/02/2022,Fall,2017,0,544,1
T66907,P00002,Keurig K-Supreme Plus Coffee Maker,Home Decor,25,19,03/02/2018,Summer,2015,15,475,3
T49132,P00008,Cuisinart Precision Stand Mixer,Home Decor,18,11,11/01/2019,Fall,2018,15,198,1
T36238,P00029,Ultimate Ears MEGABOOM 3 Speaker,Electronics,35,8,18/07/2021,Spring,2021,0,280,3
T70676,P00049,Philips Wiz Smart LED Bulbs,Home Decor,21,3,03/06/2018,Spring,2021,20,63,3
T41372,P00036,Bowers & Wilkins PX7 S2 Headphones,Electronics,37,17,12/09/2019,Winter,2020,0,629,1
T90403,P00045,Keurig K-Supreme Plus Coffee Maker,Home Decor,69,8,07/05/2015,Summer,2016,15,552,2
T22944,P00004,Arlo Pro 5S 2K Security Camera,Home Decor,68,11,20/08/2022,Fall,2018,10,748,1
T35042,P00025,Insta360 X3 Action Camera,Electronics,191,9,28/01/2017,Summer,2015,0,1719,2
T84515,P00058,De'Longhi Dinamica Espresso Machine,Home Decor,16,5,23/09/2022,Summer,2020,0,80,4
T85900,P00003,Nanoleaf Shapes Smart Light Panels,Home Decor,37,11,05/11/2023,Fall,2023,0,407,3
T33526,P00052,Garmin Forerunner 965,Electronics,21,9,20/12/2021,Summer,2023,10,189,4
T41523,P00003,Razer DeathAdder V3 Mouse,Electronics,97,13,26/10/2017,Summer,2016,0,1261,1
T50316,P00045,Ninja Foodi 9-in-1 Cooker,Home Decor,83,15,14/11/2017,Summer,2021,0,1245,1
T71928,P00024,Philips Wiz Smart LED Bulbs,Home Decor,89,1,30/05/2021,Winter,2016,0,89,1
T78484,P00025,Keurig K-Supreme Plus Coffee Maker,Home Decor,34,5,03/05/2019,Summer,2015,0,170,3
T34858,P00042,Kobo Clara 2E E-Reader,Electronics,53,3,28/09/2019,Fall,2023,20,159,3
T71740,P00011,Shark FlexStyle Air Styling System,Home Decor,75,10,24/02/2018,Summer,2020,0,750,3
T34420,P00037,Philips Wiz Smart LED Bulbs,Home Decor,19,11,16/10/2023,Winter,2017,0,209,1
T97142,P00053,Insta360 X3 Action Camera,Electronics,75,6,18/01/2018,Spring,2020,0,450,3
T94824,P00051,HP Spectre x360 14 Laptop,Electronics,19,12,07/07/2022,Spring,2020,0,228,4
T28804,P00038,Keurig K-Supreme Plus Coffee Maker,Home Decor,96,10,02/06/2018,Summer,2023,0,960,2
T10470,P00010,Kobo Clara 2E E-Reader,Electronics,13,15,16/06/2021,Summer,2020,0,195,1
T10281,P00012,Kobo Clara 2E E-Reader,Electronics,84,5,09/05/2016,Winter,2021,20,420,1
T48840,P00050,Polar Grit X Pro Smartwatch,Electronics,35,13,01/03/2018,Fall,2018,10,455,3
T38836,P00045,Polar Grit X Pro Smartwatch,Electronics,28,14,10/01/2020,Summer,2015,10,392,2
T11433,P00050,Nanoleaf Shapes Smart Light Panels,Home Decor,39,14,14/06/2022,Summer,2017,0,546,1
T95555,P00034,Philips Wiz Smart LED Bulbs,Home Decor,14,10,20/06/2023,Winter,2017,0,140,1
T83781,P00034,Philips Wiz Smart LED Bulbs,Home Decor,69,10,09/09/2018,Spring,2021,0,690,3
T24093,P00003,Panasonic Lumix GH6 Camera,Electronics,50,5,30/04/2015,Spring,2019,0,250,4
T14284,P00031,Cuisinart Precision Stand Mixer,Home Decor,66,6,16/02/2017,Fall,2020,15,396,1
T84136,P00021,Insta360 X3 Action Camera,Electronics,183,9,06/02/2016,Spring,2019,0,1647,2
T86376,P00028,Ninja Foodi 9-in-1 Cooker,Home Decor,129,19,08/03/2020,Fall,2021,0,2451,3
T23677,P00033,Arlo Pro 5S 2K Security Camera,Home Decor,23,6,19/12/2019,Summer,2021,20,138,3
T12090,P00014,Polar Grit X Pro Smartwatch,Electronics,75,1,29/03/2017,Summer,2016,10,75,1
T43206,P00029,Nanoleaf Shapes Smart Light Panels,Home Decor,99,16,10/06/2017,Winter,2021,0,1584,1
T33020,P00033,Razer DeathAdder V3 Mouse,Electronics,189,12,22/02/2020,Fall,2018,20,2268,4
T20920,P00059,Ninja Foodi 9-in-1 Cooker,Home Decor,158,13,05/08/2022,Fall,2021,5,2054,1
T90772,P00044,Panasonic Lumix GH6 Camera,Electronics,24,18,12/11/2023,Fall,2019,0,432,3
T38722,P00021,Ultimate Ears MEGABOOM 3 Speaker,Electronics,192,18,17/01/2023,Summer,2022,0,3456,2
T46448,P00029,Panasonic Lumix GH6 Camera,Electronics,85,13,30/07/2017,Fall,2019,20,1105,4
T26618,P00046,De'Longhi Dinamica Espresso Machine,Home Decor,19,6,27/05/2015,Fall,2015,0,114,2
T67495,P00053,Ninja Foodi 9-in-1 Cooker,Home Decor,110,11,30/08/2017,Fall,2016,15,1210,2
T64507,P00022,Shark FlexStyle Air Styling System,Home Decor,32,11,15/09/2019,Winter,2015,20,352,3
T85588,P00046,Arlo Pro 5S 2K Security Camera,Home Decor,78,9,13/02/2018,Fall,2019,20,702,4
T11290,P00054,Acer Swift Edge 16 Laptop,Electronics,90,9,19/09/2023,Spring,2021,0,810,1
T83615,P00014,Ninja Foodi 9-in-1 Cooker,Home Decor,182,16,08/10/2015,Winter,2021,20,2912,1
T28976,P00044,Keurig K-Supreme Plus Coffee Maker,Home Decor,23,6,13/09/2017,Winter,2016,15,138,4
T73488,P00054,Polar Grit X Pro Smartwatch,Electronics,35,17,05/08/2016,Winter,2016,20,595,1
T14485,P00039,Shark FlexStyle Air Styling System,Home Decor,111,11,15/09/2020,Winter,2021,20,1221,4
T18930,P00016,Ninja Foodi 9-in-1 Cooker,Home Decor,152,17,02/05/2018,Winter,2022,10,2584,4
T56070,P00050,Insta360 X3 Action Camera,Electronics,42,3,03/02/2018,Summer,2016,0,126,3
T82145,P00028,Valve Steam Deck Handheld,Electronics,79,14,19/01/2022,Summer,2016,0,1106,1
T65346,P00007,Keurig K-Supreme Plus Coffee Maker,Home Decor,67,5,25/06/2018,Spring,2021,20,335,3
T29788,P00002,De'Longhi Dinamica Espresso Machine,Home Decor,37,10,22/10/2016,Spring,2019,0,370,1
T19785,P00023,Ninja Foodi 9-in-1 Cooker,Home Decor,143,11,17/08/2016,Winter,2021,0,1573,4
T32311,P00025,Keurig K-Supreme Plus Coffee Maker,Home Decor,62,7,22/01/2022,Winter,2017,0,434,1
T23995,P00040,HP Spectre x360 14 Laptop,Electronics,34,17,19/02/2023,Fall,2016,0,578,3
T93435,P00026,Roborock S7 MaxV Ultra Vacuum,Home Decor,58,10,03/01/2016,Winter,2021,0,580,2
T73229,P00001,Razer DeathAdder V3 Mouse,Electronics,264,19,22/11/2021,Spring,2017,0,5016,2
T86800,P00043,Google Pixel Buds Pro,Electronics,92,7,29/08/2016,Fall,2019,0,644,2
T33661,P00046,Arlo Pro 5S 2K Security Camera,Home Decor,78,18,30/07/2015,Fall,2016,0,1404,4
T16855,P00051,Nanoleaf Shapes Smart Light Panels,Home Decor,15,9,21/07/2020,Summer,2015,20,135,2
T80681,P00031,Cuisinart Precision Stand Mixer,Home Decor,17,1,28/07/2022,Spring,2016,0,17,2
T88014,P00035,Shark FlexStyle Air Styling System,Home Decor,167,11,26/09/2021,Fall,2019,0,1837,1
T49331,P00034,Philips Wiz Smart LED Bulbs,Home Decor,26,14,10/01/2022,Fall,2019,0,364,1
T89532,P00031,Razer DeathAdder V3 Mouse,Electronics,204,16,05/01/2019,Summer,2023,0,3264,4
T98764,P00039,Bowers & Wilkins PX7 S2 Headphones,Electronics,44,9,20/04/2016,Winter,2023,30,396,3
T66209,P00025,Honeywell Home T9 Smart Thermostat,Home Decor,18,16,28/11/2017,Spring,2016,0,288,1
T89451,P00019,Garmin Forerunner 965,Electronics,45,10,19/01/2022,Spring,2018,0,450,1
T80777,P00013,Garmin Forerunner 965,Electronics,21,19,27/01/2016,Winter,2017,0,399,3
T80205,P00037,Arlo Pro 5S 2K Security Camera,Home Decor,20,8,17/08/2017,Winter,2023,0,160,1
