TransactionID,ProductID,ProductName,Category,Price,QuantitySold,SaleDate,Season,Year,DiscountApplied,TransactionAmount,CustomerLoyalty
T19930,P00023,Smart Thermostat,Electronics,62.73031111,8,31/08/2018,Spring,2018,0,501.8424889,1
T85844,P00030,Shorts,Clothing,160.7864835,18,25/02/2015,Spring,2015,0,2894.156703,1
T29300,P00031,Dress Shoes,Footwear,226.0546892,3,26/03/2022,Spring,2022,0,678.1640676,1
T88843,P00003,VR Headset,Electronics,31.38920304,10,13/06/2022,Winter,2022,10,313.8920304,1
T76944,P00008,Fitness Tracker,Electronics,49.2231557,4,06/06/2015,Spring,2015,0,196.8926228,2
T26188,P00035,VR Headset,Electronics,23.3764196,17,18/03/2018,Spring,2018,0,397.3991332,1
T98904,P00023,Biography,Books,13.77422876,5,24/10/2017,Winter,2017,0,68.8711438,1
T96595,P00019,Laptop Stand,Accessories,15.67620597,13,15/11/2022,Fall,2022,0,203.7906776,2
T20994,P00035,HD Webcam,Accessories,98.60837132,8,07/06/2020,Winter,2020,0,788.8669706,1
T22907,P00038,Flip-Flops,Footwear,51.11881471,18,25/12/2022,Summer,2022,0,920.1386648,3
T73627,P00039,Cookbook,Books,40.16740917,4,19/10/2020,Winter,2020,0,160.6696367,1
T22388,P00001,External Hard Drive,Accessories,20.29786121,13,25/08/2018,Winter,2018,0,263.8721957,1
T94375,P00045,Microwave Oven,Home Decor,85.0805941,4,13/12/2019,Spring,2019,0,340.3223764,1
T40473,P00031,LED Desk Lamp,Home Decor,54.66673825,9,29/11/2022,Summer,2022,0,492.0006443,1
T68157,P00026,Electric Kettle,Home Decor,65.91355803,11,29/06/2015,Spring,2015,0,725.0491383,2
T83731,P00046,Wireless Earbuds,Electronics,58.59197792,12,07/11/2021,Fall,2021,0,703.103735,1
T41592,P00022,Leather Loafers,Footwear,220.3197356,12,05/10/2015,Summer,2015,0,2643.836827,1
T12509,P00053,Formal Suit,Clothing,74.03946501,13,29/05/2018,Winter,2018,0,962.5130451,2
T80123,P00043,Hiking Boots,Footwear,62.8106725,6,06/06/2022,Summer,2022,0,376.864035,1
T66409,P00038,Casual Sneakers,Footwear,29.84550075,8,28/10/2022,Winter,2022,0,238.764006,1
T88865,P00002,Wireless Keyboard,Accessories,50.11235998,1,04/01/2015,Fall,2015,0,50.11235998,2
T51483,P00016,Travel Guide,Books,91.70509859,15,26/12/2017,Fall,2017,20,1375.576479,1
T14410,P00011,Denim Jeans,Clothing,71.47430953,17,23/06/2022,Fall,2022,10,1215.063262,3
T23805,P00003,Science Textbook,Books,27.6361139,4,18/03/2015,Summer,2015,10,110.5444556,1
T89361,P00038,Blender,Home Decor,93.34384716,4,15/08/2023,Spring,2023,0,373.3753886,2
T75545,P00056,Dress Shoes,Footwear,53.99837566,1,07/09/2020,Summer,2020,0,53.99837566,1
T42886,P00051,LED Desk Lamp,Home Decor,14.66209301,19,11/07/2018,Summer,2018,0,278.5797672,3
T68486,P00043,Raincoat,Clothing,177.6914374,16,23/05/2020,Summer,2020,0,2843.062998,1
T15821,P00048,Microwave Oven,Home Decor,73.08184438,8,29/05/2021,Fall,2021,0,584.654755,2
T11071,P00018,Hiking Boots,Footwear,141.0688755,10,10/08/2018,Fall,2018,0,1410.688755,1
T72510,P00041,Sweatpants,Clothing,154.183635,6,19/03/2017,Summer,2017,20,925.10181,1
T88454,P00032,Hiking Boots,Footwear,228.8959868,12,21/08/2019,Fall,2019,0,2746.751842,1
T62217,P00035,HD Webcam,Accessories,13.60545069,14,10/05/2019,Spring,2019,10,190.4763097,2
T60404,P00043,External Hard Drive,Accessories,70.86221309,9,28/02/2015,Winter,2015,0,637.7599178,4
T62013,P00006,Dress Shoes,Footwear,201.2399038,18,11/06/2017,Spring,2017,0,3622.318268,1
T90879,P00029,Smartphone Case,Accessories,96.74012228,11,31/08/2020,Fall,2020,0,1064.141345,1
T62139,P00053,HD Webcam,Accessories,96.99603491,3,17/07/2015,Spring,2015,0,290.9881047,3
T89071,P00006,Laptop Stand,Accessories,44.00193936,13,30/09/2020,Spring,2020,10,572.0252117,1
T49619,P00049,Wireless Keyboard,Accessories,63.08577207,10,03/03/2023,Summer,2023,0,630.8577207,4
T66350,P00024,Raincoat,Clothing,41.15111435,19,31/08/2017,Fall,2017,0,781.8711727,2
T14652,P00020,Formal Suit,Clothing,27.2944573,8,09/02/2015,Fall,2015,10,218.3556584,2
T56568,P00002,Raincoat,Clothing,95.06427637,8,15/03/2019,Winter,2019,0,760.514211,1
T40968,P00040,LED Desk Lamp,Home Decor,72.08938098,13,25/09/2015,Spring,2015,30,937.1619527,1
T21822,P00028,Wi-Fi Router,Electronics,61.09850101,11,21/08/2015,Summer,2015,0,672.0835111,2
T83770,P00027,Cookbook,Books,48.669123,8,29/09/2022,Summer,2022,0,389.352984,4
T78991,P00035,Raincoat,Clothing,166.3508212,20,09/05/2015,Fall,2015,0,3327.016424,4
T67989,P00012,Formal Suit,Clothing,161.9690824,6,19/04/2015,Spring,2015,0,971.8144944,1
T37912,P00041,Self-Help Book,Books,75.87478496,6,10/05/2021,Spring,2021,0,455.2487098,1
T17756,P00033,LED Desk Lamp,Home Decor,16.93290233,17,07/01/2023,Summer,2023,0,287.8593396,1
T77153,P00018,Wi-Fi Router,Electronics,81.68226651,1,16/01/2021,Spring,2021,20,81.68226651,3
T70078,P00012,Self-Help Book,Books,92.74791844,4,07/12/2021,Summer,2021,10,370.9916738,1
T41887,P00007,Running Shoes,Footwear,41.34657428,12,22/06/2018,Spring,2018,0,496.1588914,1
T79725,P00033,Winter Jacket,Clothing,197.8457656,20,18/10/2020,Summer,2020,0,3956.915312,1
T39357,P00044,Monitor Arm,Electronics,63.93149726,10,28/08/2018,Spring,2018,0,639.3149726,4
T98766,P00003,Raincoat,Clothing,110.0118194,12,30/03/2017,Winter,2017,0,1320.141833,1
T19289,P00039,USB Flash Drive,Accessories,25.97015327,4,12/05/2019,Spring,2019,0,103.8806131,1
T70813,P00012,Water Filter Pitcher,Home Decor,60.8937655,6,29/12/2018,Spring,2018,0,365.362593,1
T62794,P00001,Flip-Flops,Footwear,145.7368966,12,29/04/2023,Winter,2023,0,1748.842759,1
T54339,P00052,T-Shirt,Clothing,38.57696528,11,15/10/2022,Summer,2022,30,424.3466181,1
T39749,P00030,USB Flash Drive,Accessories,51.78993874,16,16/07/2017,Spring,2017,0,828.6390198,1
T11137,P00002,Laptop Stand,Accessories,24.79593747,6,16/09/2019,Spring,2019,0,148.7756248,2
T43440,P00030,T-Shirt,Clothing,150.17277,13,16/01/2017,Summer,2017,0,1952.24601,1
T49408,P00042,Travel Guide,Books,52.26193436,12,15/10/2019,Spring,2019,0,627.1432123,1
T73483,P00052,Flip-Flops,Footwear,198.9012913,12,27/09/2022,Fall,2022,0,2386.815496,2
T82926,P00025,Children's Book,Books,48.78779723,3,08/04/2018,Winter,2018,10,146.3633917,1
T16102,P00008,Smartwatch,Electronics,22.46084683,11,07/10/2017,Summer,2017,0,247.0693151,2
T77682,P00012,Biography,Books,97.34997578,1,31/03/2020,Summer,2020,0,97.34997578,1
T26702,P00049,4K TV,Electronics,20.04641277,14,26/11/2019,Fall,2019,10,280.6497788,1
T12540,P00032,Smartphone Case,Accessories,51.32556475,2,06/09/2019,Spring,2019,0,102.6511295,4
T90947,P00025,Cordless Vacuum,Home Decor,69.29985392,19,24/10/2020,Spring,2020,0,1316.697224,1
T40190,P00044,Blender,Home Decor,41.94309439,9,25/03/2023,Spring,2023,0,377.4878495,1
T38900,P00058,Raincoat,Clothing,50.61564911,19,24/02/2020,Winter,2020,0,961.6973331,2
T76602,P00004,Cordless Vacuum,Home Decor,83.70670312,3,30/04/2020,Winter,2020,0,251.1201094,1
T18693,P00037,Dish Drying Rack,Home Decor,42.67929885,19,16/04/2017,Spring,2017,0,810.9066782,4
T33920,P00037,Wi-Fi Router,Electronics,27.4888876,3,01/05/2015,Winter,2015,0,82.4666628,1
T84366,P00001,Biography,Books,42.85763898,10,07/09/2015,Winter,2015,0,428.5763898,3
T61461,P00020,VR Headset,Electronics,29.30987869,19,31/10/2017,Winter,2017,0,556.8876951,3
T34637,P00031,Microwave Oven,Home Decor,56.7502964,5,29/01/2022,Winter,2022,0,283.751482,4
T62202,P00005,Hoodie,Clothing,138.6335364,1,06/08/2015,Fall,2015,0,138.6335364,4
T13932,P00030,Laptop Stand,Accessories,81.96016395,16,03/10/2018,Fall,2018,0,1311.362623,3
T98817,P00023,Air Fryer,Home Decor,30.48058273,12,31/08/2019,Fall,2019,0,365.7669928,2
T84071,P00048,Self-Help Book,Books,25.02586051,11,14/10/2020,Winter,2020,0,275.2844656,1
T75635,P00036,Raincoat,Clothing,18.62663287,1,27/03/2015,Summer,2015,0,18.62663287,1
T92820,P00008,HD Webcam,Accessories,30.52789915,13,30/08/2021,Winter,2021,0,396.862689,2
T63161,P00057,E-Reader,Electronics,41.09267833,19,23/11/2020,Winter,2020,0,780.7608883,2
T54612,P00011,Children's Book,Books,23.11237799,14,28/08/2021,Summer,2021,10,323.5732919,4
T18843,P00052,Leather Loafers,Footwear,184.4712895,14,30/09/2020,Spring,2020,10,2582.598053,3
T56281,P00037,Water Filter Pitcher,Home Decor,18.4226807,18,21/08/2023,Summer,2023,0,331.6082526,1
T98204,P00021,Formal Suit,Clothing,53.72940145,17,16/01/2015,Winter,2015,0,913.3998247,1
T47342,P00028,Raincoat,Clothing,140.83281,6,14/06/2020,Spring,2020,0,844.99686,1
T75991,P00041,Air Fryer,Home Decor,42.79926203,15,18/02/2022,Summer,2022,30,641.9889305,4
T29133,P00029,LED Desk Lamp,Home Decor,23.23270083,12,14/03/2018,Spring,2018,0,278.79241,2
T91191,P00050,Wireless Earbuds,Electronics,41.46415592,1,06/05/2018,Fall,2018,0,41.46415592,1
T39790,P00017,Self-Help Book,Books,30.19405005,8,05/06/2019,Fall,2019,20,241.5524004,1
T42792,P00009,Mystery Novel,Books,81.62011015,4,21/05/2020,Spring,2020,20,326.4804406,1
T41892,P00045,Denim Jeans,Clothing,142.6537254,10,11/04/2019,Winter,2019,0,1426.537254,1
T66463,P00025,Shorts,Clothing,63.83219922,12,08/06/2020,Summer,2020,0,765.9863906,1
T57895,P00026,Fiction Novel,Books,15.97677795,12,10/02/2017,Spring,2017,0,191.7213354,1
T50206,P00036,Hiking Boots,Footwear,28.94661014,1,13/07/2022,Spring,2022,0,28.94661014,4
T89739,P00048,Wireless Earbuds,Electronics,89.29087023,15,18/09/2021,Spring,2021,0,1339.363053,1
T85582,P00030,Running Shoes,Footwear,122.2417881,19,12/05/2023,Fall,2023,20,2322.593974,1
T37149,P00011,USB Flash Drive,Accessories,99.50895029,7,06/08/2019,Fall,2019,0,696.562652,1
T49019,P00056,Cookbook,Books,49.81394509,4,05/02/2023,Fall,2023,0,199.2557804,1
T61794,P00029,Electric Kettle,Home Decor,26.88379766,11,19/09/2018,Winter,2018,0,295.7217743,2
T58187,P00008,Science Textbook,Books,79.94292117,14,28/07/2021,Spring,2021,0,1119.200896,2
T92880,P00010,Self-Help Book,Books,93.38429947,14,29/07/2022,Winter,2022,0,1307.380193,1
T91460,P00004,Cutting Board,Home Decor,83.40589277,12,24/05/2021,Summer,2021,0,1000.870713,2
T76682,P00033,Dress Shoes,Footwear,229.9297894,3,08/03/2019,Spring,2019,0,689.7893682,1
T88779,P00044,Smartphone Case,Accessories,15.80413275,9,21/05/2020,Fall,2020,0,142.2371948,1
T49322,P00032,External Hard Drive,Accessories,28.11694137,5,03/04/2022,Spring,2022,30,140.5847069,1
T85806,P00043,Air Fryer,Home Decor,50.21292288,2,10/07/2015,Spring,2015,0,100.4258458,2
T53510,P00044,Children's Book,Books,96.0579883,9,13/05/2017,Summer,2017,0,864.5218947,3
T72310,P00050,Cordless Vacuum,Home Decor,84.54547407,13,13/06/2019,Fall,2019,0,1099.091163,1
T49874,P00051,Microwave Oven,Home Decor,34.95645072,19,03/09/2021,Spring,2021,0,664.1725637,1
T55374,P00022,Fiction Novel,Books,71.54407247,3,06/01/2017,Spring,2017,0,214.6322174,4
T53493,P00037,Laptop Stand,Accessories,87.6194329,20,30/05/2017,Winter,2017,10,1752.388658,1
T26699,P00005,Fitness Tracker,Electronics,53.14703634,13,11/08/2019,Winter,2019,10,690.9114724,1
T17890,P00015,Flip-Flops,Footwear,222.8362412,18,24/02/2019,Fall,2019,10,4011.052342,1
T21571,P00012,Monitor Arm,Electronics,60.39205176,14,21/07/2021,Summer,2021,0,845.4887246,1
T30564,P00057,Dress Shoes,Footwear,141.9032702,18,16/12/2023,Summer,2023,0,2554.258864,1
T84708,P00046,Soundbar,Electronics,25.83489496,14,04/06/2020,Winter,2020,0,361.6885294,4
T33047,P00043,4K TV,Electronics,52.47415475,14,26/09/2019,Winter,2019,10,734.6381665,1
T28467,P00034,Running Shoes,Footwear,89.6813731,18,07/07/2018,Summer,2018,0,1614.264716,1
T87023,P00038,Hiking Boots,Footwear,179.3448007,9,06/08/2022,Fall,2022,10,1614.103206,1
T33947,P00001,Self-Help Book,Books,21.32172932,13,10/09/2020,Spring,2020,0,277.1824812,2
T80937,P00011,LED Desk Lamp,Home Decor,95.49786462,15,21/12/2019,Winter,2019,0,1432.467969,1
T70089,P00009,Coffee Maker,Home Decor,87.38405934,9,31/08/2023,Spring,2023,0,786.4565341,3
T24302,P00018,USB Flash Drive,Accessories,24.00088574,2,04/08/2019,Fall,2019,0,48.00177148,1
T92849,P00010,Portable Fan,Home Decor,25.51536305,16,12/12/2018,Winter,2018,0,408.2458088,3
T98923,P00027,Dish Drying Rack,Home Decor,56.1194807,1,20/12/2018,Spring,2018,10,56.1194807,1
T90780,P00028,Toaster Oven,Home Decor,79.55932483,14,08/06/2017,Winter,2017,0,1113.830548,1
T15789,P00014,Smartphone Case,Accessories,29.71714021,18,13/04/2020,Fall,2020,10,534.9085238,3
T80351,P00030,Fiction Novel,Books,15.48745476,7,16/05/2022,Summer,2022,20,108.4121833,2
T55880,P00005,Children's Book,Books,59.09808489,2,19/10/2023,Spring,2023,0,118.1961698,1
T46573,P00023,T-Shirt,Clothing,142.9454661,5,22/01/2023,Winter,2023,20,714.7273305,1
T15952,P00014,Hiking Boots,Footwear,92.20051011,11,02/07/2018,Summer,2018,30,1014.205611,1
T52470,P00033,Smartphone Case,Accessories,76.5791009,19,30/03/2018,Fall,2018,10,1455.002917,2
T89877,P00006,Casual Sneakers,Footwear,286.4270409,10,09/06/2018,Spring,2018,10,2864.270409,1
T61563,P00030,Portable Fan,Home Decor,22.33669984,3,16/01/2015,Summer,2015,30,67.01009952,1
T45368,P00048,Air Fryer,Home Decor,55.99261588,13,20/08/2023,Summer,2023,0,727.9040064,1
T82742,P00008,Children's Book,Books,15.11577556,15,25/09/2020,Summer,2020,0,226.7366334,2
T75352,P00045,HD Webcam,Accessories,28.59949065,8,17/12/2021,Fall,2021,10,228.7959252,3
T15637,P00059,Hoodie,Clothing,31.61658039,15,07/04/2018,Summer,2018,0,474.2487059,2
T34034,P00038,Winter Jacket,Clothing,89.74122527,7,28/03/2019,Winter,2019,0,628.1885769,1
T54466,P00014,Self-Help Book,Books,83.87486113,16,09/05/2015,Spring,2015,0,1341.997778,4
T61058,P00035,Leather Loafers,Footwear,183.7108739,7,19/11/2023,Summer,2023,10,1285.976117,2
T13291,P00046,Blender,Home Decor,30.03263534,5,30/05/2017,Fall,2017,0,150.1631767,3
T58807,P00030,Microwave Oven,Home Decor,13.60995824,18,16/05/2023,Fall,2023,20,244.9792483,1
T60491,P00040,Dress Shoes,Footwear,177.1845037,11,18/01/2023,Spring,2023,0,1949.029541,1
T83971,P00048,LED Desk Lamp,Home Decor,21.95170435,6,09/01/2019,Summer,2019,0,131.7102261,2
T26872,P00036,Science Textbook,Books,40.84606246,19,17/09/2022,Spring,2022,0,776.0751867,1
T16516,P00011,Hoodie,Clothing,109.3855679,14,11/11/2017,Spring,2017,0,1531.397951,1
T16350,P00028,Mystery Novel,Books,91.33592821,5,21/06/2023,Summer,2023,0,456.6796411,3
T46218,P00028,Dish Drying Rack,Home Decor,17.36409944,12,11/09/2021,Winter,2021,20,208.3691933,3
T48902,P00029,Hiking Boots,Footwear,208.8670879,17,10/05/2018,Spring,2018,10,3550.740494,4
T50631,P00039,Mechanical Keyboard,Electronics,66.69176971,5,06/12/2022,Winter,2022,0,333.4588486,1
T53742,P00026,Hoodie,Clothing,117.0335105,13,10/03/2017,Spring,2017,10,1521.435637,1
T56954,P00021,Hiking Boots,Footwear,171.20718,17,07/02/2021,Spring,2021,0,2910.52206,1
T37184,P00009,Cordless Vacuum,Home Decor,41.73549398,4,31/07/2022,Spring,2022,0,166.9419759,1
T45426,P00041,HD Webcam,Accessories,31.84757842,14,07/03/2020,Summer,2020,0,445.8660979,1
T13741,P00008,Laptop Stand,Accessories,17.67247676,1,20/07/2018,Summer,2018,20,17.67247676,1
T38126,P00011,Travel Guide,Books,58.11514069,14,14/02/2018,Summer,2018,0,813.6119697,2
T55674,P00011,Formal Suit,Clothing,179.3395564,19,22/04/2021,Winter,2021,0,3407.451572,4
T63903,P00046,Leather Loafers,Footwear,166.5547358,4,06/09/2015,Summer,2015,0,666.2189432,2
T98455,P00002,Fitness Tracker,Electronics,36.85914444,12,31/05/2020,Summer,2020,0,442.3097333,2
T38245,P00014,Flip-Flops,Footwear,148.2359865,15,04/10/2021,Winter,2021,0,2223.539798,4
T50192,P00060,Travel Guide,Books,39.21428831,7,12/01/2021,Spring,2021,0,274.5000182,2
T17943,P00056,Laptop Stand,Accessories,19.83395002,13,19/06/2015,Winter,2015,0,257.8413503,3
T14812,P00055,Biography,Books,47.5289743,18,01/07/2023,Summer,2023,0,855.5215374,4
T41904,P00056,Dish Drying Rack,Home Decor,78.78585087,15,07/07/2020,Spring,2020,10,1181.787763,4
T72095,P00049,Denim Jeans,Clothing,88.07037492,14,30/01/2020,Winter,2020,20,1232.985249,1
T74129,P00058,Wireless Keyboard,Accessories,68.51613,8,16/02/2018,Summer,2018,10,548.12904,1
T50908,P00042,Electric Kettle,Home Decor,78.27539356,18,29/11/2015,Winter,2015,20,1408.957084,1
T89259,P00002,Raincoat,Clothing,74.70620204,6,11/10/2019,Winter,2019,0,448.2372122,1
T59110,P00017,Monitor Arm,Electronics,81.77631036,4,23/04/2021,Summer,2021,10,327.1052414,1
T94781,P00020,Laptop Stand,Accessories,40.50331453,8,24/06/2020,Fall,2020,0,324.0265162,1
T63773,P00045,Cookbook,Books,33.04963544,13,11/11/2022,Summer,2022,0,429.6452607,1
T74882,P00051,Sweatpants,Clothing,56.15254104,17,02/07/2015,Spring,2015,30,954.5931977,1
T23957,P00041,Smartphone Case,Accessories,27.99137312,3,03/02/2021,Fall,2021,0,83.97411936,2
T25023,P00016,Travel Guide,Books,89.8758335,16,24/02/2019,Spring,2019,0,1438.013336,2
T52997,P00057,Toaster Oven,Home Decor,30.75836268,12,03/05/2015,Summer,2015,0,369.1003522,2
T58960,P00035,Leather Loafers,Footwear,48.44108189,15,07/05/2015,Spring,2015,0,726.6162284,1
T77274,P00027,Wireless Keyboard,Accessories,38.23902787,4,01/09/2017,Fall,2017,10,152.9561115,4
T69550,P00010,Travel Guide,Books,69.2062515,4,25/05/2018,Summer,2018,30,276.825006,1
T22658,P00030,Wireless Keyboard,Accessories,43.1668083,17,28/01/2015,Fall,2015,0,733.8357411,1
T40603,P00018,Fitness Tracker,Electronics,59.42588853,10,02/12/2019,Winter,2019,0,594.2588853,1
T40635,P00037,Cookbook,Books,76.98744691,5,19/04/2020,Winter,2020,0,384.9372346,1
T39757,P00056,Raincoat,Clothing,90.56852826,14,11/12/2023,Summer,2023,20,1267.959396,1
T71525,P00001,Children's Book,Books,99.97253482,18,19/05/2015,Fall,2015,0,1799.505627,1
T25216,P00040,Hiking Boots,Footwear,294.0182968,7,11/11/2018,Summer,2018,0,2058.128078,1
T46613,P00037,Wireless Earbuds,Electronics,19.98385689,15,20/02/2015,Summer,2015,0,299.7578534,2
T70604,P00042,Gaming Mouse,Accessories,77.57475626,2,06/07/2015,Fall,2015,20,155.1495125,1
T45739,P00045,Laptop Stand,Accessories,73.2078691,5,19/08/2023,Fall,2023,0,366.0393455,1
T61467,P00056,T-Shirt,Clothing,165.0663292,10,11/05/2019,Winter,2019,0,1650.663292,1
T22746,P00053,External Hard Drive,Accessories,40.92313796,12,15/07/2023,Fall,2023,0,491.0776555,1
T75683,P00015,Flip-Flops,Footwear,280.9721048,7,08/12/2022,Winter,2022,10,1966.804734,1
T91694,P00004,Wireless Keyboard,Accessories,20.75332855,6,06/09/2020,Spring,2020,0,124.5199713,3
T13226,P00059,Water Filter Pitcher,Home Decor,37.05074966,1,11/11/2020,Fall,2020,0,37.05074966,2
T88263,P00011,Running Shoes,Footwear,244.2642274,6,30/01/2023,Winter,2023,0,1465.585364,3
T73052,P00003,External Hard Drive,Accessories,70.56840765,11,31/07/2020,Summer,2020,10,776.2524842,1
T12828,P00038,Soundbar,Electronics,49.25878878,11,18/12/2017,Summer,2017,0,541.8466766,1
T69654,P00046,Fitness Tracker,Electronics,15.33455081,8,08/10/2022,Fall,2022,0,122.6764065,3
T23247,P00019,External Hard Drive,Accessories,40.37550206,5,19/03/2021,Winter,2021,10,201.8775103,1
T92889,P00037,Denim Jeans,Clothing,100.103657,8,21/06/2022,Fall,2022,0,800.829256,2
T76661,P00050,USB Flash Drive,Accessories,71.83214543,3,15/04/2015,Winter,2015,10,215.4964363,3
T43014,P00026,Hoodie,Clothing,134.5048117,3,08/08/2023,Summer,2023,0,403.5144351,1
T41629,P00041,Coffee Maker,Home Decor,19.03563271,20,01/10/2022,Spring,2022,10,380.7126542,1
T31072,P00033,Mechanical Keyboard,Electronics,40.27061106,7,09/01/2022,Summer,2022,0,281.8942774,1
T62760,P00020,Hiking Boots,Footwear,157.4339725,19,26/09/2020,Spring,2020,0,2991.245478,4
T13328,P00010,Portable Fan,Home Decor,70.36262145,8,31/10/2023,Spring,2023,0,562.9009716,3
T31680,P00048,Travel Guide,Books,54.59065223,9,04/12/2019,Winter,2019,0,491.3158701,1
T53229,P00040,HD Webcam,Accessories,92.14824088,16,30/03/2015,Spring,2015,0,1474.371854,1
T68472,P00043,Children's Book,Books,64.7805111,2,22/01/2019,Spring,2019,0,129.5610222,2
T13976,P00047,Monitor Arm,Electronics,13.56988687,4,25/05/2019,Spring,2019,0,54.27954748,2
T88709,P00021,Hiking Boots,Footwear,232.2112794,10,26/04/2019,Fall,2019,0,2322.112794,4
T67999,P00014,Digital Camera,Electronics,74.42089267,1,27/07/2015,Winter,2015,10,74.42089267,3
T56893,P00002,Microwave Oven,Home Decor,23.81473016,1,05/10/2021,Spring,2021,30,23.81473016,1
T34219,P00025,HD Webcam,Accessories,15.3017795,18,01/03/2017,Winter,2017,0,275.432031,1
T67974,P00053,Toaster Oven,Home Decor,62.08460699,18,11/08/2022,Summer,2022,0,1117.522926,1
T92168,P00004,Wireless Earbuds,Electronics,67.21649488,9,14/12/2022,Fall,2022,0,604.9484539,2
T64692,P00046,Sweatpants,Clothing,40.03043294,4,28/08/2022,Spring,2022,0,160.1217318,2
T23074,P00003,Sweatpants,Clothing,102.6195744,17,25/10/2021,Summer,2021,20,1744.532765,1
T48928,P00047,Air Fryer,Home Decor,37.52483762,7,28/03/2015,Fall,2015,0,262.6738633,1
T69473,P00060,Fitness Tracker,Electronics,29.72798231,14,17/12/2015,Fall,2015,0,416.1917523,1
T23093,P00046,Raincoat,Clothing,150.6532343,7,20/06/2019,Summer,2019,0,1054.57264,1
T28557,P00039,Raincoat,Clothing,110.854774,13,28/02/2017,Summer,2017,0,1441.112062,1
T84237,P00041,Hiking Boots,Footwear,28.16827831,18,02/04/2017,Winter,2017,0,507.0290096,1
T32779,P00046,Fitness Tracker,Electronics,18.95249349,8,14/05/2017,Spring,2017,0,151.6199479,1
T77436,P00044,Casual Sneakers,Footwear,206.2421039,6,21/12/2019,Fall,2019,0,1237.452623,1
T53719,P00051,Formal Suit,Clothing,16.92903706,7,09/08/2019,Winter,2019,0,118.5032594,1
T44015,P00033,Science Textbook,Books,28.42235466,10,24/12/2018,Winter,2018,20,284.2235466,2
T71396,P00001,Air Fryer,Home Decor,79.86025476,9,27/05/2017,Spring,2017,30,718.7422928,2
T38672,P00042,Cutting Board,Home Decor,34.81953529,3,22/04/2022,Winter,2022,10,104.4586059,1
T47610,P00006,VR Headset,Electronics,54.9355061,4,18/03/2017,Spring,2017,10,219.7420244,1
T37944,P00018,Raincoat,Clothing,72.71974367,7,31/01/2018,Winter,2018,0,509.0382057,4
T69964,P00039,Laptop Stand,Accessories,92.93741708,11,10/03/2015,Summer,2015,20,1022.311588,2
T99410,P00051,Shorts,Clothing,30.44307937,15,10/02/2018,Fall,2018,20,456.6461906,1
T31932,P00003,Portable Fan,Home Decor,13.63023888,15,18/06/2021,Spring,2021,30,204.4535832,1
T58772,P00003,Casual Sneakers,Footwear,96.28775364,9,31/12/2023,Winter,2023,10,866.5897828,1
