ProductName,Date,Sales
Bags,2021-04-30 00:00:00,825
Bags,2021-05-31 00:00:00,795
Bags,2021-06-30 00:00:00,609
Bags,2021-07-31 00:00:00,808
Bags,2021-08-31 00:00:00,807
Bags,2021-09-30 00:00:00,852
Bags,2021-10-31 00:00:00,861
Bags,2021-11-30 00:00:00,680
Bags,2021-12-31 00:00:00,885
Bags,2022-01-31 00:00:00,906
Bags,2022-02-28 00:00:00,587
Bags,2022-03-31 00:00:00,675
Bags,2022-04-30 00:00:00,775
Bags,2022-05-31 00:00:00,836
Bags,2022-06-30 00:00:00,629
Bags,2022-07-31 00:00:00,609
Bags,2022-08-31 00:00:00,852
Bags,2022-09-30 00:00:00,645
Bags,2022-10-31 00:00:00,697
Bags,2022-11-30 00:00:00,673
Bags,2022-12-31 00:00:00,829
Bags,2023-01-31 00:00:00,817
Bags,2023-02-28 00:00:00,664
Bags,2023-03-31 00:00:00,874
Bags,2023-04-30 00:00:00,945
Bags,2023-05-31 00:00:00,902
Bags,2023-06-30 00:00:00,848
Bags,2023-07-31 00:00:00,567
Bags,2023-08-31 00:00:00,931
Bags,2023-09-30 00:00:00,675
Bags,2023-10-31 00:00:00,667
Bags,2023-11-30 00:00:00,669
Bags,2023-12-31 00:00:00,918
Bags,2024-01-31 00:00:00,755
Bags,2024-02-29 00:00:00,594
Bags,2024-03-31 00:00:00,717
Bags,2024-04-30 00:00:00,734
Bags,2024-05-31 00:00:00,758
Bags,2024-06-30 00:00:00,688
Bags,2024-07-31 00:00:00,668
Bags,2024-08-31 00:00:00,737
Bags,2024-09-30 00:00:00,666
Bags,2024-10-31 00:00:00,695
Bags,2024-11-30 00:00:00,605
Bags,2024-12-31 00:00:00,727
Bags,2025-01-31 00:00:00,747
Bags,2025-02-28 00:00:00,621
Bags,2025-03-31 00:00:00,735
Bags,2025-04-30 00:00:00,738
Bags,2025-05-31 00:00:00,750
Bags,2025-06-30 00:00:00,692
Bags,2025-07-31 00:00:00,677
Bags,2025-08-31 00:00:00,735
Bags,2025-09-30 00:00:00,662
Bags,2025-10-31 00:00:00,700
Bags,2025-11-30 00:00:00,623
Bags,2025-12-31 00:00:00,730
Bags,2026-01-31 00:00:00,734
Bags,2026-02-28 00:00:00,622
Bags,2026-03-31 00:00:00,736
Bags,2026-04-30 00:00:00,739
Bags,2026-05-31 00:00:00,748
Bags,2026-06-30 00:00:00,694
Bags,2026-07-31 00:00:00,673
Bags,2026-08-31 00:00:00,735
Bags,2026-09-30 00:00:00,663
Bags,2026-10-31 00:00:00,695
Bags,2026-11-30 00:00:00,620
Bags,2026-12-31 00:00:00,732
Bags,2027-01-31 00:00:00,740
Bags,2027-02-28 00:00:00,620
Bags,2027-03-31 00:00:00,736
Bags,2027-04-30 00:00:00,740
Bags,2027-05-31 00:00:00,751
Bags,2027-06-30 00:00:00,691
Bags,2027-07-31 00:00:00,681
Bags,2027-08-31 00:00:00,738
Bags,2027-09-30 00:00:00,662
Bags,2027-10-31 00:00:00,698
Bags,2027-11-30 00:00:00,622
Bags,2027-12-31 00:00:00,730
Bags,2028-01-31 00:00:00,737
Bags,2028-02-29 00:00:00,617
Bags,2028-03-31 00:00:00,736
Bags,2028-04-30 00:00:00,735
Bags,2028-05-31 00:00:00,754
Bags,2028-06-30 00:00:00,686
Bags,2028-07-31 00:00:00,685
Bags,2028-08-31 00:00:00,739
Bags,2028-09-30 00:00:00,663
Belts,2015-01-31 00:00:00,729
Belts,2015-02-28 00:00:00,891
Belts,2015-03-31 00:00:00,862
Belts,2015-04-30 00:00:00,892
Belts,2015-05-31 00:00:00,596
Belts,2015-06-30 00:00:00,878
Belts,2015-07-31 00:00:00,825
Belts,2015-08-31 00:00:00,714
Belts,2015-09-30 00:00:00,540
Belts,2015-10-31 00:00:00,892
Belts,2015-11-30 00:00:00,849
Belts,2015-12-31 00:00:00,846
Belts,2016-01-31 00:00:00,933
Belts,2016-02-29 00:00:00,832
Belts,2016-03-31 00:00:00,913
Belts,2016-04-30 00:00:00,937
Belts,2016-05-31 00:00:00,765
Belts,2016-06-30 00:00:00,973
Belts,2016-07-31 00:00:00,670
Belts,2016-08-31 00:00:00,743
Belts,2016-09-30 00:00:00,744
Belts,2016-10-31 00:00:00,837
Belts,2016-11-30 00:00:00,922
Belts,2016-12-31 00:00:00,1035
Belts,2017-01-31 00:00:00,815
Belts,2017-02-28 00:00:00,665
Belts,2017-03-31 00:00:00,643
Belts,2017-04-30 00:00:00,609
Belts,2017-05-31 00:00:00,657
Belts,2017-06-30 00:00:00,734
Belts,2017-07-31 00:00:00,650
Belts,2017-08-31 00:00:00,759
Belts,2017-09-30 00:00:00,669
Belts,2017-10-31 00:00:00,891
Belts,2017-11-30 00:00:00,959
Belts,2017-12-31 00:00:00,880
Belts,2018-01-31 00:00:00,825
Belts,2018-02-28 00:00:00,747
Belts,2018-03-31 00:00:00,833
Belts,2018-04-30 00:00:00,779
Belts,2018-05-31 00:00:00,898
Belts,2018-06-30 00:00:00,830
Belts,2018-07-31 00:00:00,678
Belts,2018-08-31 00:00:00,848
Belts,2018-09-30 00:00:00,989
Belts,2018-10-31 00:00:00,773
Belts,2018-11-30 00:00:00,828
Belts,2018-12-31 00:00:00,974
Belts,2019-01-31 00:00:00,826
Belts,2019-02-28 00:00:00,834
Belts,2019-03-31 00:00:00,797
Belts,2019-04-30 00:00:00,846
Belts,2019-05-31 00:00:00,728
Belts,2019-06-30 00:00:00,636
Belts,2019-07-31 00:00:00,646
Belts,2019-08-31 00:00:00,1103
Belts,2019-09-30 00:00:00,877
Belts,2019-10-31 00:00:00,808
Belts,2019-11-30 00:00:00,775
Belts,2019-12-31 00:00:00,878
Belts,2020-01-31 00:00:00,858
Belts,2020-02-29 00:00:00,866
Belts,2020-03-31 00:00:00,844
Belts,2020-04-30 00:00:00,775
Belts,2020-05-31 00:00:00,874
Belts,2020-06-30 00:00:00,636
Belts,2020-07-31 00:00:00,635
Belts,2020-08-31 00:00:00,789
Belts,2020-09-30 00:00:00,743
Belts,2020-10-31 00:00:00,823
Belts,2020-11-30 00:00:00,856
Belts,2020-12-31 00:00:00,763
Belts,2021-01-31 00:00:00,825
Belts,2021-02-28 00:00:00,979
Belts,2021-03-31 00:00:00,863
Belts,2021-04-30 00:00:00,739
Belts,2021-05-31 00:00:00,788
Belts,2021-06-30 00:00:00,815
Belts,2021-07-31 00:00:00,858
Belts,2021-08-31 00:00:00,695
Belts,2021-09-30 00:00:00,776
Belts,2021-10-31 00:00:00,1029
Belts,2021-11-30 00:00:00,818
Belts,2021-12-31 00:00:00,778
Belts,2022-01-31 00:00:00,692
Belts,2022-02-28 00:00:00,1014
Belts,2022-03-31 00:00:00,785
Belts,2022-04-30 00:00:00,759
Belts,2022-05-31 00:00:00,868
Belts,2022-06-30 00:00:00,776
Belts,2022-07-31 00:00:00,823
Belts,2022-08-31 00:00:00,784
Belts,2022-09-30 00:00:00,811
Belts,2022-10-31 00:00:00,891
Belts,2022-11-30 00:00:00,920
Belts,2022-12-31 00:00:00,756
Belts,2023-01-31 00:00:00,497
Belts,2023-02-28 00:00:00,742
Belts,2023-03-31 00:00:00,810
Belts,2023-04-30 00:00:00,966
Belts,2023-05-31 00:00:00,675
Belts,2023-06-30 00:00:00,973
Belts,2023-07-31 00:00:00,819
Belts,2023-08-31 00:00:00,767
Belts,2023-09-30 00:00:00,646
Belts,2023-10-31 00:00:00,704
Belts,2023-11-30 00:00:00,664
Belts,2023-12-31 00:00:00,800
Belts,2024-01-31 00:00:00,477
Belts,2024-02-29 00:00:00,626
Belts,2024-03-31 00:00:00,603
Belts,2024-04-30 00:00:00,693
Belts,2024-05-31 00:00:00,560
Belts,2024-06-30 00:00:00,633
Belts,2024-07-31 00:00:00,605
Belts,2024-08-31 00:00:00,593
Belts,2024-09-30 00:00:00,543
Belts,2024-10-31 00:00:00,613
Belts,2024-11-30 00:00:00,577
Belts,2024-12-31 00:00:00,593
Belts,2025-01-31 00:00:00,426
Belts,2025-02-28 00:00:00,594
Belts,2025-03-31 00:00:00,560
Belts,2025-04-30 00:00:00,638
Belts,2025-05-31 00:00:00,529
Belts,2025-06-30 00:00:00,602
Belts,2025-07-31 00:00:00,557
Belts,2025-08-31 00:00:00,539
Belts,2025-09-30 00:00:00,491
Belts,2025-10-31 00:00:00,568
Belts,2025-11-30 00:00:00,534
Belts,2025-12-31 00:00:00,549
Belts,2026-01-31 00:00:00,384
Belts,2026-02-28 00:00:00,553
Belts,2026-03-31 00:00:00,517
Belts,2026-04-30 00:00:00,575
Belts,2026-05-31 00:00:00,475
Belts,2026-06-30 00:00:00,556
Belts,2026-07-31 00:00:00,506
Belts,2026-08-31 00:00:00,493
Belts,2026-09-30 00:00:00,450
Belts,2026-10-31 00:00:00,527
Belts,2026-11-30 00:00:00,488
Belts,2026-12-31 00:00:00,503
Belts,2027-01-31 00:00:00,340
Belts,2027-02-28 00:00:00,509
Belts,2027-03-31 00:00:00,468
Belts,2027-04-30 00:00:00,529
Belts,2027-05-31 00:00:00,435
Belts,2027-06-30 00:00:00,508
Belts,2027-07-31 00:00:00,459
Belts,2027-08-31 00:00:00,450
Belts,2027-09-30 00:00:00,407
Belts,2027-10-31 00:00:00,484
Belts,2027-11-30 00:00:00,454
Belts,2027-12-31 00:00:00,463
Belts,2028-01-31 00:00:00,292
Belts,2028-02-29 00:00:00,457
Belts,2028-03-31 00:00:00,431
Belts,2028-04-30 00:00:00,484
Belts,2028-05-31 00:00:00,391
Belts,2028-06-30 00:00:00,472
Belts,2028-07-31 00:00:00,420
Belts,2028-08-31 00:00:00,407
Belts,2028-09-30 00:00:00,361
Books,2015-01-31 00:00:00,676
Books,2015-02-28 00:00:00,896
Books,2015-03-31 00:00:00,1031
Books,2015-04-30 00:00:00,760
Books,2015-05-31 00:00:00,846
Books,2015-06-30 00:00:00,788
Books,2015-07-31 00:00:00,810
Books,2015-08-31 00:00:00,828
Books,2015-09-30 00:00:00,679
Books,2015-10-31 00:00:00,907
Books,2015-11-30 00:00:00,928
Books,2015-12-31 00:00:00,991
Books,2016-01-31 00:00:00,735
Books,2016-02-29 00:00:00,869
Books,2016-03-31 00:00:00,884
Books,2016-04-30 00:00:00,698
Books,2016-05-31 00:00:00,717
Books,2016-06-30 00:00:00,800
Books,2016-07-31 00:00:00,887
Books,2016-08-31 00:00:00,747
Books,2016-09-30 00:00:00,633
Books,2016-10-31 00:00:00,814
Books,2016-11-30 00:00:00,786
Books,2016-12-31 00:00:00,897
Books,2017-01-31 00:00:00,956
Books,2017-02-28 00:00:00,858
Books,2017-03-31 00:00:00,739
Books,2017-04-30 00:00:00,643
Books,2017-05-31 00:00:00,611
Books,2017-06-30 00:00:00,734
Books,2017-07-31 00:00:00,714
Books,2017-08-31 00:00:00,1035
Books,2017-09-30 00:00:00,899
Books,2017-10-31 00:00:00,882
Books,2017-11-30 00:00:00,641
Books,2017-12-31 00:00:00,848
Books,2018-01-31 00:00:00,791
Books,2018-02-28 00:00:00,656
Books,2018-03-31 00:00:00,901
Books,2018-04-30 00:00:00,725
Books,2018-05-31 00:00:00,921
Books,2018-06-30 00:00:00,654
Books,2018-07-31 00:00:00,698
Books,2018-08-31 00:00:00,929
Books,2018-09-30 00:00:00,834
Books,2018-10-31 00:00:00,736
Books,2018-11-30 00:00:00,655
Books,2018-12-31 00:00:00,659
Books,2019-01-31 00:00:00,545
Books,2019-02-28 00:00:00,762
Books,2019-03-31 00:00:00,896
Books,2019-04-30 00:00:00,703
Books,2019-05-31 00:00:00,848
Books,2019-06-30 00:00:00,737
Books,2019-07-31 00:00:00,831
Books,2019-08-31 00:00:00,1017
Books,2019-09-30 00:00:00,870
Books,2019-10-31 00:00:00,875
Books,2019-11-30 00:00:00,687
Books,2019-12-31 00:00:00,723
Books,2020-01-31 00:00:00,926
Books,2020-02-29 00:00:00,557
Books,2020-03-31 00:00:00,956
Books,2020-04-30 00:00:00,677
Books,2020-05-31 00:00:00,1097
Books,2020-06-30 00:00:00,788
Books,2020-07-31 00:00:00,831
Books,2020-08-31 00:00:00,589
Books,2020-09-30 00:00:00,811
Books,2020-10-31 00:00:00,793
Books,2020-11-30 00:00:00,855
Books,2020-12-31 00:00:00,836
Books,2021-01-31 00:00:00,754
Books,2021-02-28 00:00:00,757
Books,2021-03-31 00:00:00,989
Books,2021-04-30 00:00:00,722
Books,2021-05-31 00:00:00,568
Books,2021-06-30 00:00:00,787
Books,2021-07-31 00:00:00,717
Books,2021-08-31 00:00:00,854
Books,2021-09-30 00:00:00,967
Books,2021-10-31 00:00:00,813
Books,2021-11-30 00:00:00,825
Books,2021-12-31 00:00:00,896
Books,2022-01-31 00:00:00,873
Books,2022-02-28 00:00:00,719
Books,2022-03-31 00:00:00,842
Books,2022-04-30 00:00:00,699
Books,2022-05-31 00:00:00,828
Books,2022-06-30 00:00:00,791
Books,2022-07-31 00:00:00,661
Books,2022-08-31 00:00:00,695
Books,2022-09-30 00:00:00,646
Books,2022-10-31 00:00:00,829
Books,2022-11-30 00:00:00,751
Books,2022-12-31 00:00:00,788
Books,2023-01-31 00:00:00,791
Books,2023-02-28 00:00:00,536
Books,2023-03-31 00:00:00,946
Books,2023-04-30 00:00:00,675
Books,2023-05-31 00:00:00,829
Books,2023-06-30 00:00:00,848
Books,2023-07-31 00:00:00,809
Books,2023-08-31 00:00:00,766
Books,2023-09-30 00:00:00,784
Books,2023-10-31 00:00:00,774
Books,2023-11-30 00:00:00,705
Books,2023-12-31 00:00:00,821
Books,2024-01-31 00:00:00,676
Books,2024-02-29 00:00:00,548
Books,2024-03-31 00:00:00,765
Books,2024-04-30 00:00:00,573
Books,2024-05-31 00:00:00,638
Books,2024-06-30 00:00:00,674
Books,2024-07-31 00:00:00,600
Books,2024-08-31 00:00:00,637
Books,2024-09-30 00:00:00,641
Books,2024-10-31 00:00:00,674
Books,2024-11-30 00:00:00,623
Books,2024-12-31 00:00:00,688
Books,2025-01-31 00:00:00,669
Books,2025-02-28 00:00:00,492
Books,2025-03-31 00:00:00,749
Books,2025-04-30 00:00:00,553
Books,2025-05-31 00:00:00,677
Books,2025-06-30 00:00:00,671
Books,2025-07-31 00:00:00,606
Books,2025-08-31 00:00:00,602
Books,2025-09-30 00:00:00,604
Books,2025-10-31 00:00:00,650
Books,2025-11-30 00:00:00,594
Books,2025-12-31 00:00:00,664
Books,2026-01-31 00:00:00,634
Books,2026-02-28 00:00:00,472
Books,2026-03-31 00:00:00,741
Books,2026-04-30 00:00:00,532
Books,2026-05-31 00:00:00,626
Books,2026-06-30 00:00:00,649
Books,2026-07-31 00:00:00,584
Books,2026-08-31 00:00:00,590
Books,2026-09-30 00:00:00,604
Books,2026-10-31 00:00:00,625
Books,2026-11-30 00:00:00,570
Books,2026-12-31 00:00:00,647
Books,2027-01-31 00:00:00,617
Books,2027-02-28 00:00:00,459
Books,2027-03-31 00:00:00,706
Books,2027-04-30 00:00:00,507
Books,2027-05-31 00:00:00,602
Books,2027-06-30 00:00:00,622
Books,2027-07-31 00:00:00,554
Books,2027-08-31 00:00:00,561
Books,2027-09-30 00:00:00,567
Books,2027-10-31 00:00:00,606
Books,2027-11-30 00:00:00,550
Books,2027-12-31 00:00:00,622
Books,2028-01-31 00:00:00,593
Books,2028-02-29 00:00:00,428
Books,2028-03-31 00:00:00,688
Books,2028-04-30 00:00:00,484
Books,2028-05-31 00:00:00,583
Books,2028-06-30 00:00:00,604
Books,2028-07-31 00:00:00,539
Books,2028-08-31 00:00:00,542
Books,2028-09-30 00:00:00,548
Bowties,2015-01-31 00:00:00,1544
Bowties,2015-02-28 00:00:00,1305
Bowties,2015-03-31 00:00:00,1460
Bowties,2015-04-30 00:00:00,1418
Bowties,2015-05-31 00:00:00,1233
Bowties,2015-06-30 00:00:00,1664
Bowties,2015-07-31 00:00:00,1557
Bowties,2015-08-31 00:00:00,1998
Bowties,2015-09-30 00:00:00,1200
Bowties,2015-10-31 00:00:00,1638
Bowties,2015-11-30 00:00:00,1378
Bowties,2015-12-31 00:00:00,1569
